new_path,new_filename,original_path,original_filename,exam,tier,year,shift,date,type,provider,subjects,language,q_count,content_hash,file_size_bytes
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-31_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-31_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 31 [1297],Paid SSC CPO Mains Mock Test - 31.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,21821b6bebfc548974599d8c29e9b124a245820a34f9966d6c84c32ec4c76b80,639205
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-09_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-09_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 09 [1282],Paid SSC CPO PRE Mock Test - 09.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,b12c9dd5e9e850c6d331db549c304e66f0577bf54220c48c0354c20399dccd25,214823
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-31_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-31_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 31 [1260],Paid SSC CPO PRE Mock Test - 31.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,615d5cf839b51f9f25692766a7873f798eb8c6b9322e63140bc1321d2f24cf28,211921
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-14_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-14_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 14 [1315],Paid SSC CPO Mains Mock Test - 14.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,c982f2fca922c3e033ddf87613197f9dc5bf6deaf92120baf5b8f7abb96695c0,545055
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-19_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-19_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 19 [1272],Paid SSC CPO PRE Mock Test - 19.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,9f10d645f14e7603b39c8b72885b78d033c548a24b2a645f4ffa564ebcf7f3e3,216904
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-22_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-22_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 22 [1270],Paid SSC CPO PRE Mock Test - 22.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,5a5878f268a9a772d08b7e13bfd57f28ae230228175988e6a5590167c8ff352d,206592
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-03_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-03_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO MAINS Mock Test - 03 [1323],Paid SSC CPO MAINS Mock Test - 03.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,7d1d9a5c27f81bcde4857211e81750a098c523460c6f29c6b525594ca59613b7,587975
SSC_CPO/2024/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2024 shift_ 27 June 4 pm [1374],Paid SSC CPO PRE 2024 shift_ 27 June 4 pm.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2024,,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,ba40aba5eabc7d70ffdbcd278fdb52adbacf2dd45f34123031e5a01c016ab85f,210914
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-01_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-01_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 01 [1290],Paid SSC CPO PRE Mock Test - 01.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,07afc52e4c32c9e19f5e5dad94e78f404383b17e9714e76181b25c9d9b17d8be,202532
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-33_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-33_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 33 [1295],Paid SSC CPO Mains Mock Test - 33.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,da6b8f1857f67ffc3d2793be0565eb99037f9f0da6d062218e27d2262b27b427,699529
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_4-OCT-2023_Shift-12_SSC_CPO_2023_Tier-1.html,ActualShift_4-OCT-2023_Shift-12_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 12_30 PM TO 2_30 PM ( 4 OCT 2023) [1381],Paid SSC CPO PRE SHIFT 12_30 PM TO 2_30 PM ( 4 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,12,4 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,55b1aa44325ccf4d475f5f41b23130ce9c7c7a5b89f88721a93b8c17d733c7b1,205204
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-20_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-20_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 20 [1309],Paid SSC CPO Mains Mock Test - 20.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,317ba095201408edc003dc849e76ab86c56055cba353d9a8565482bf6dcfa4d1,563489
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-38_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-38_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 38 [1253],Paid SSC CPO PRE Mock Test - 38.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,45099755f96db30c42376ac2240d4de59c879bc16e398089de725ca14329abdb,215413
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_3-OCT-2023_Shift-4_SSC_CPO_2023_Tier-1.html,ActualShift_3-OCT-2023_Shift-4_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 4_00 PM TO 6_00 PM ( 3 OCT 2023) [1384],Paid SSC CPO PRE SHIFT 4_00 PM TO 6_00 PM ( 3 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,4,3 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,85158de93041072a1caea31929d83e7c05b27fdb58ad8472a9a22656aaccab5c,202134
SSC_CPO/2024/Tier-1/Actual_Exam_Shifts/ActualShift_29-June-12_SSC_CPO_2024_Tier-1.html,ActualShift_29-June-12_SSC_CPO_2024_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2024 shift_ 29 June 12 pm [1369],Paid SSC CPO PRE 2024 shift_ 29 June 12 pm.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2024,,29 June 12,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,b0a8b07a8f7fbeb718721f3c51c84c3c5ac5d5093dfb64eb8b279eab0e740f3c,209292
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-26_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-26_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 26 [1265],Paid SSC CPO PRE Mock Test - 26.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,91816cc1331b46f53acc572f61243ed8b7c0ad62b7bff9832db8c8ef054a952c,211135
SSC_CPO/2022/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_Shift-I_SSC_CPO_2022_Tier-1.html,ActualShift_PYP_Shift-I_SSC_CPO_2022_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2022 (11 Nov SHIFT I) [1392],Paid SSC CPO PRE 2022 (11 Nov SHIFT I).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2022,I,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,49,37785ffb977107b0d676ec338b29c0ffc6e8dd72c10d3c6a12b8a8e536ae4150,195142
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_3-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ActualShift_3-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 3 OCT 2023) [1383],Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 3 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,9,3 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,29e5e30347290aaf3568c47359ef5faefd7c02af2c7f021c69938f069c44295f,202740
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-18_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-18_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 18 [1273],Paid SSC CPO PRE Mock Test - 18.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,99784261a5d55ab82481e38ba495d87b25dbe38dc588e341f9034a5f022f8da7,212287
SSC_CPO/2024/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2024 shift_ 29 June 4 PM [1370],Paid SSC CPO PRE 2024 shift_ 29 June 4 PM.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2024,,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,abace2b7934a4fedb40f0e4208c29dc960d7972722b2b80801ac099601525110,218562
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-32_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-32_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 32 [1259],Paid SSC CPO PRE Mock Test - 32.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,c35f0b7dbe7366750243b9c792a276899be1f3378f609c722d81c19ffc260a57,211724
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-24_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-24_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 24 [1305],Paid SSC CPO Mains Mock Test - 24.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,e56c8456481cbbff90f5b00f3e3e73d23fbd631119bea3092456687a76ebc739,574622
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_4-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ActualShift_4-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 4 OCT 2023) [1382],Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 4 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,9,4 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,90727a1c61f30b019dd2ff1f8bc108e1c862a82c6c624efa74128de7706b3ba9,212212
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-03_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-03_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 03 [1288],Paid SSC CPO PRE Mock Test - 03.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English|Computer,English,,3e633ac3ad643255b00e4963882b365b53540509ca286445527227f6bb498b17,203807
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-13_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-13_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 13 [1316],Paid SSC CPO Mains Mock Test - 13.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,7ef2356e558e9e9f524cce97f81694b68db6d3d06fb807a20e2fb7501ee163e9,533688
SSC_CPO/2022/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_Shift-II_SSC_CPO_2022_Tier-1.html,ActualShift_PYP_Shift-II_SSC_CPO_2022_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2022 (10 Nov SHIFT II) [1394],Paid SSC CPO PRE 2022 (10 Nov SHIFT II).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2022,II,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,aabffcb0d8bcb98020688c0a385297dcb945ce5f99358d6529e13d67e2478c42,206571
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_5-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ActualShift_5-OCT-2023_Shift-9_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 5 OCT 2023) [1379],Paid SSC CPO PRE SHIFT 9_00 AM TO 11_00 AM ( 5 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,9,5 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,9883259f40f86b340947c42bc5e184f186db47d3172cb33729edd81efa61bf82,202896
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-06_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-06_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 06 [1285],Paid SSC CPO PRE Mock Test - 06.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,e04b5460223f15164c81f04a5ae661c161757ca8227c68d71d3dad36247f869e,210153
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_Shift-Evening_SSC_CPO_2023_Tier-1.html,ActualShift_PYP_Shift-Evening_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO MAINS 2 MAY 4_30 PM TO 6_30 PM (2023) [1387],Paid SSC CPO MAINS 2 MAY 4_30 PM TO 6_30 PM (2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,Evening,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,180,32ca0217e795f4f18852e0822abe68692d65109fbd2a8c5f1e033c6ca4c0d91c,572101
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-13_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-13_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 13 [1278],Paid SSC CPO PRE Mock Test - 13.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,2a91174a79f9995a12ad2c584f22f839eb85182b6a39a5307f47b456ab0159ee,212812
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-08_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-08_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 08 [1283],Paid SSC CPO PRE Mock Test - 08.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,95a719d3c9cbeecd19e79fc4a7aae80ffbe61f8da37b9970b0352e31a1d561df,208582
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_2Q_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_2Q_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO MAINS MOCK TEST - O8 [1320],Paid SSC CPO MAINS MOCK TEST - O8.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,2,73270a39af5edd9ad125757991de90aac7671928939257a543f4fb6747eed557,556901
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-25_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-25_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 25 [1266],Paid SSC CPO PRE Mock Test - 25.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,ce995b96ea6a8f7e7ee4889089645ea9c1ac10ff03f7a1bb2394ed5da403d4c4,216189
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-36_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-36_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 36 [1292],Paid SSC CPO Mains Mock Test - 36.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,54775cf75899273b33876bd705ac4a8c2b67331a359bfb8a9d0a578d61caee25,634639
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-20_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-20_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 20 [1271],Paid SSC CPO PRE Mock Test - 20.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,f4c886f9a032d77061059a08e1378f904951f23c628e1dc1b02560ce3a6cdf61,210984
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-27_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-27_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 27 [1301],Paid SSC CPO Mains Mock Test - 27.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,269c0c3a68f33457e796a44d856c6f884c4757abff1db292ff986ef8daf7c577,626693
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-32_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-32_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 32 [1296],Paid SSC CPO Mains Mock Test - 32.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,9156a349313e176954c6e4d44b1b7ba3fb28bf50783396f292dcf2a620a7da92,704903
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-14_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-14_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 14 [1277],Paid SSC CPO PRE Mock Test - 14.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,39ae38f075b9264f58c69dad02234286ecac413c66bf42a0c3c0436a496647ca,209398
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-15_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-15_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 15 [1314],Paid SSC CPO Mains Mock Test - 15.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,e7d9ace69cc3a02bf821349ea52e178845ea4765298441f4763d41bffc660b9b,554053
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-11_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-11_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 11 [1321],Paid SSC CPO Mains Mock Test - 11.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,28cb47c020f682bf08dcb08936829402a74848ce3c46c734985feb6ab8fdb8b4,566566
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-27_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-27_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 27 [1264],Paid SSC CPO PRE Mock Test - 27.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,24067a8f815bc5e717bc2be893357946c2d2d68ec5d2b8a054ada9019145fecf,210541
SSC_CPO/2023/Tier-1/Actual_Exam_Shifts/ActualShift_3-OCT-2023_Shift-12_SSC_CPO_2023_Tier-1.html,ActualShift_3-OCT-2023_Shift-12_SSC_CPO_2023_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE SHIFT 12_30 PM TO 2_30 PM ( 3 OCT 2023) [1385],Paid SSC CPO PRE SHIFT 12_30 PM TO 2_30 PM ( 3 OCT 2023).html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2023,12,3 OCT 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,50,dc6001b78b163b70026244c7ef0c05a2c4341e9531dbc79b2971f619f60cb8c1,209986
SSC_CPO/2024/Tier-1/Actual_Exam_Shifts/ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ActualShift_PYP_SSC_CPO_2024_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE 2024 shift_ 27 June 9 AM [1375],Paid SSC CPO PRE 2024 shift_ 27 June 9 AM.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,2024,,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,34c8a9c55186d5deab2598def7d4b1c08629ffbe81f06a159bfd27987f7fe796,208801
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-17_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-17_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 17 [1312],Paid SSC CPO Mains Mock Test - 17.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,b9e7d6d6373ac8e688cef65f46359902ff7da98813870c77913efeabde2f96f2,562881
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-25_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-25_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO Mains Mock Test - 25 [1303],Paid SSC CPO Mains Mock Test - 25.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,6838d4e877237d9e6c6aba7d2c2c473153e6a3a35ff2d508a695a4839f531833,613021
SSC_CPO/Unknown_Year/Tier-2/EnglishMadhyam/EnglishMadhyam_FullMock_Test-04_SSC_CPO_Tier-2.html,EnglishMadhyam_FullMock_Test-04_SSC_CPO_Tier-2.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO MAINS Mock Test - 04 [1322],Paid SSC CPO MAINS Mock Test - 04.html,SSC CPO,Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,d47bba761b7d597fe1eed62433e7f6e4c254b27f9c4f55daeffa7d9d5626a59b,573151
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-12_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-12_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 12 [1279],Paid SSC CPO PRE Mock Test - 12.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,6bd67282054b3479c0221b8881759ffc09d97d2165c6aacde00490046dfff945,209456
SSC_CPO/Unknown_Year/Tier-1/EnglishMadhyam/EnglishMadhyam_FullMock_Test-15_SSC_CPO_Tier-1.html,EnglishMadhyam_FullMock_Test-15_SSC_CPO_Tier-1.html,ENGLISH MADHYAM MOCK/CPO Pre + Mains/Paid SSC CPO PRE Mock Test - 15 [1276],Paid SSC CPO PRE Mock Test - 15.html,SSC CPO,Tier 1 / Pre|Tier 2 / Mains,,,,Full Mock Test,English Madhyam Mock,English,English,,a40d279ff590be71482aa09b6ec91e39d4a042fd3ca7a43edfadabf8bb299eec,211956
